,Y,X,Beta,p-value
9753,3863 JT,8601 JT,-0.007803291076250944,0.7723942797988037
9754,3863 JT,8604 JT,-0.0020008922259923496,0.9371346857262819
9755,3863 JT,8628 JT,-0.00356859476015732,0.9022040888039097
9756,3863 JT,8630 JT,-0.0056903304264580255,0.826067131223018
9757,3863 JT,8725 JT,0.004628203730036955,0.8555046330824552
9758,3863 JT,8729 JT,-0.0004861328887746756,0.9860167828530414
9759,3863 JT,8750 JT,-0.007708030229534966,0.7497788713457597
9760,3863 JT,8766 JT,0.0032366235554249253,0.9082730170682222
9761,3863 JT,8795 JT,-0.015441315478079221,0.5208287492158803
9762,3863 JT,8801 JT,0.014281691325477162,0.5877646483345689
9763,3863 JT,8802 JT,0.016621657646506405,0.5574704339906256
9764,3863 JT,8803 JT,-0.00559461785626633,0.8679355299721817
9765,3863 JT,8804 JT,0.000754256184314031,0.9732264062235482
9766,3863 JT,8815 JT,0.021977754601722112,0.7074904298215287
9767,3863 JT,8830 JT,0.01202579833673265,0.6307142848237153
9768,3863 JT,9001 JT,0.00805619538511179,0.8451555255896351
9769,3863 JT,9005 JT,-0.00012944286486589013,0.9969603251819376
9770,3863 JT,9007 JT,0.021098450849851624,0.5457925888377374
9771,3863 JT,9008 JT,0.019438619363827837,0.5920591033363033
9772,3863 JT,9009 JT,0.0016711720665713024,0.9568988657284159
9773,3863 JT,9020 JT,-0.026932951943257257,0.45371789890340075
9774,3863 JT,9021 JT,-0.008205967039428969,0.8168386505881451
9775,3863 JT,9022 JT,0.009319293321888245,0.772404279629844
9776,3863 JT,9062 JT,0.038210678183108006,0.21889515540427865
9777,3863 JT,9064 JT,0.0028779361308613007,0.9222209167443596
9778,3863 JT,9101 JT,0.012088386648039814,0.6605027330946928
9779,3863 JT,9104 JT,0.0220905348373845,0.3764664330631967
9780,3863 JT,9107 JT,-0.013163177527473313,0.6185668872545474
9781,3863 JT,9202 JT,0.04497983999764131,0.2375066419440905
9782,3863 JT,9301 JT,0.010592763654997846,0.6844864488495388
9783,3863 JT,9412 JT,-0.055041371255282925,0.06878970980079982
9784,3863 JT,9432 JT,0.012087839900799858,0.7255761771195608
9785,3863 JT,9433 JT,0.005321865176709858,0.8584841709644804
9786,3863 JT,9437 JT,0.017174611952647474,0.645394999398513
9787,3863 JT,9501 JT,0.005850966752924271,0.7489575133700019
9788,3863 JT,9502 JT,-0.004994123480595706,0.8693956198407295
9789,3863 JT,9503 JT,-0.006235572049069465,0.7861175065094955
9790,3863 JT,9531 JT,-0.015293322915231567,0.6629990466833203
9791,3863 JT,9532 JT,-0.058058532281533994,0.12959481496954456
9792,3863 JT,9602 JT,-0.045735693424367854,0.17628592460339837
9793,3863 JT,9613 JT,0.02451679873947669,0.4258310524174296
9794,3863 JT,9681 JT,0.01314853399931935,0.5863585539585623
9795,3863 JT,9735 JT,0.025423647641937948,0.5004030081085903
9796,3863 JT,9766 JT,0.02617292181244822,0.32599069123018265
9797,3863 JT,9983 JT,-0.016102130546381176,0.4973020106092292
9798,3863 JT,9984 JT,-0.005860026195192742,0.8155823223665292
9799,3864 JT,1332 JT,-0.02331259953221777,0.7447798680705
9800,3864 JT,1333 JT,-0.003782924051815444,0.9827529596938608
9801,3864 JT,1334 JT,-0.04632984005219249,0.5770423602850925
9802,3864 JT,1605 JT,-0.12618135786512716,0.15638239257500197
9803,3864 JT,1721 JT,-0.14222006023619027,0.08004065015899735
9804,3864 JT,1801 JT,0.016785463627405354,0.7851594015191077
9805,3864 JT,1802 JT,0.05728231936075351,0.41592504127651586
9806,3864 JT,1803 JT,0.09607823560641755,0.20099407845072692
9807,3864 JT,1808 JT,-0.05882903478959687,0.326651934839977
9808,3864 JT,1812 JT,0.031058834172731465,0.6412116947816033
9809,3864 JT,1925 JT,0.009045694928889285,0.9067743413248766
9810,3864 JT,1928 JT,-0.047050549402243354,0.553324254223815
9811,3864 JT,1963 JT,0.009576840736213328,0.8879698712175739
9812,3864 JT,2002 JT,-0.07109324731391253,0.44426142928947354
9813,3864 JT,2269 JT,-0.1758992715315185,0.07191045691974253
9814,3864 JT,2282 JT,-0.028090916015224735,0.7447691296434009
9815,3864 JT,2432 JT,-0.10530745711040647,0.07196856511882523
9816,3864 JT,2501 JT,0.011386222731317104,0.8689605852070065
9817,3864 JT,2502 JT,-0.14609490578942866,0.09394997598043806
9818,3864 JT,2503 JT,-0.04122920090690534,0.6160429398224825
9819,3864 JT,2531 JT,-0.05198047996754226,0.29833388195225635
9820,3864 JT,2768 JT,-0.11310227721378953,0.09799408852332048
9821,3864 JT,2801 JT,-0.06699679208174131,0.4425438870998025
9822,3864 JT,2802 JT,-0.10692119531854975,0.293146288489717
9823,3864 JT,2871 JT,0.04085089713860609,0.6045980130582813
9824,3864 JT,2914 JT,-0.02266835321347165,0.7950383869831473
9825,3864 JT,3086 JT,-0.07174190181886071,0.2653713650698933
9826,3864 JT,3099 JT,-0.08556830704217086,0.21425216624978688
9827,3864 JT,3101 JT,-0.04918618176158551,0.356832212264084
9828,3864 JT,3103 JT,0.0021963866646396673,0.969986771063148
9829,3864 JT,3105 JT,-0.039674645148006116,0.5566366794059571
9830,3864 JT,3110 JT,-0.01562232070062858,0.7886038885294115
9831,3864 JT,3289 JT,0.11161694131499385,0.2144333187744691
9832,3864 JT,3382 JT,-0.05380853639186384,0.49051850965479105
9833,3864 JT,3401 JT,0.0844705528596779,0.301089054495056
9834,3864 JT,3402 JT,-0.0941881191526372,0.28603198855687995
9835,3864 JT,3405 JT,-0.05350374465170435,0.5035757284715301
9836,3864 JT,3407 JT,-0.15842475821557206,0.09564531903905296
9837,3864 JT,3436 JT,-0.0016810081682173909,0.9767524440339082
9838,3864 JT,3861 JT,0.032332592202343045,0.6583690836782432
9839,3864 JT,3863 JT,-0.15840363335068453,0.011662245528551392
9840,3864 JT,3864 JT,-0.012243596325591561,0.8697731662159607
9841,3864 JT,3865 JT,-0.04043711289731577,0.5152984085066927
9842,3864 JT,3893 JT,-0.11545726080450973,0.14542059355878398
9843,3864 JT,4004 JT,0.03815409608292446,0.6024583594632719
9844,3864 JT,4005 JT,0.01612238063711803,0.8066623270586372
9845,3864 JT,4021 JT,0.040736329160870235,0.5958419336581522
9846,3864 JT,4041 JT,-0.08177556693333171,0.18986886560181104
9847,3864 JT,4042 JT,-0.00963592147073919,0.8699544955845975
9848,3864 JT,4043 JT,0.056932150616582695,0.22853466861644184
9849,3864 JT,4061 JT,0.002785981893500138,0.9707609682956853
9850,3864 JT,4063 JT,-0.031394730453027944,0.708230108926756
9851,3864 JT,4151 JT,-0.058419491358513376,0.5000067427859202
9852,3864 JT,4183 JT,0.033334630876613515,0.6226149995566568
9853,3864 JT,4188 JT,0.04204755396054169,0.5743092012950828
9854,3864 JT,4208 JT,0.02446839986514356,0.7594395467448255
9855,3864 JT,4272 JT,-0.044401782914143574,0.5348181868916702
9856,3864 JT,4324 JT,-0.07419773722197673,0.23523180975256877
9857,3864 JT,4452 JT,-0.1266767948115282,0.17442838850655198
9858,3864 JT,4502 JT,0.02056731942314621,0.8474633563802698
9859,3864 JT,4503 JT,-0.10922281943764275,0.24631558853181376
9860,3864 JT,4506 JT,-0.005899831222359485,0.9230826398835517
9861,3864 JT,4507 JT,-0.039631778639629495,0.5970241006667749
9862,3864 JT,4519 JT,-0.06569653181591106,0.41003605920477226
9863,3864 JT,4523 JT,-0.03146836738459237,0.7620487422356805
9864,3864 JT,4543 JT,-0.14591184557380873,0.04758711053329498
9865,3864 JT,4568 JT,-0.05921302605649135,0.5340546552279565
9866,3864 JT,4578 JT,0.2169046311106427,0.2031997132415326
9867,3864 JT,4689 JT,0.04507467553060901,0.54082891732485
9868,3864 JT,4704 JT,-0.08768102569451995,0.18034376699243596
9869,3864 JT,4755 JT,-0.10689623733821273,0.28990458693410825
9870,3864 JT,4901 JT,-0.08358928984891462,0.27871325560633287
9871,3864 JT,4902 JT,-0.058915774287630986,0.4209213902365887
9872,3864 JT,4911 JT,-0.1065222422917606,0.19488401278113607
9873,3864 JT,5002 JT,0.045277795835478196,0.504737067935051
9874,3864 JT,5020 JT,-0.013090435051893284,0.8906804362580665
9875,3864 JT,5101 JT,-0.10895919658349613,0.10909053407042074
9876,3864 JT,5108 JT,-0.07328016609654903,0.31526004538178903
9877,3864 JT,5201 JT,-0.03136988742792115,0.7276745178426444
9878,3864 JT,5202 JT,0.038382518275298996,0.47052557665264105
9879,3864 JT,5214 JT,-0.06838032562363362,0.28883542740934226
9880,3864 JT,5232 JT,0.10049010689694432,0.2019583693751681
9881,3864 JT,5233 JT,0.019560152687174592,0.7754169225514091
9882,3864 JT,5301 JT,-0.03665156619875095,0.6054556548891288
9883,3864 JT,5332 JT,-0.030177399155532653,0.6933882085530361
9884,3864 JT,5333 JT,-0.035301883232627625,0.5955396432762756
9885,3864 JT,5401 JT,0.034840108017789695,0.6259308490454297
9886,3864 JT,5406 JT,0.03999396859830595,0.436256963680811
9887,3864 JT,5411 JT,-0.0003842416742784527,0.9946705940128481
9888,3864 JT,5413 JT,-0.04079036414085324,0.38870748817271583
9889,3864 JT,5541 JT,-0.0003843342461865281,0.9942133730739304
9890,3864 JT,5631 JT,0.07588122649038867,0.1459536909040697
9891,3864 JT,5703 JT,0.07228980510619774,0.3023823126571543
9892,3864 JT,5706 JT,-0.1044299066512638,0.1174920913819449
9893,3864 JT,5707 JT,-0.034068911791077815,0.6021604511167792
9894,3864 JT,5711 JT,-0.027629939323465233,0.6709039562598527
9895,3864 JT,5713 JT,-0.047310834584819356,0.4893805906143259
9896,3864 JT,5714 JT,0.010572530680924654,0.8785762596514695
9897,3864 JT,5715 JT,-0.07053588032264232,0.12830536044522498
9898,3864 JT,5801 JT,0.06671033760976965,0.3132347557897907
9899,3864 JT,5802 JT,-0.057620591509164196,0.40438874046026496
9900,3864 JT,5803 JT,-0.04992345173607088,0.46463121378716954
9901,3864 JT,5901 JT,-0.04103525782705847,0.48379486773041025
9902,3864 JT,6098 JT,-0.10198244598210343,0.597257662341851
9903,3864 JT,6103 JT,0.007524084058424374,0.9043356786272277
9904,3864 JT,6113 JT,0.05365504492617004,0.3938502766168541
9905,3864 JT,6178 JT,0.2112363599925401,0.5851830443324137
9906,3864 JT,6301 JT,0.05168184644791003,0.5153570934069094
9907,3864 JT,6302 JT,0.01937828689905739,0.7676924539418681
9908,3864 JT,6305 JT,0.06769269907697255,0.3390803002522801
9909,3864 JT,6326 JT,0.004263809554277132,0.9445492423118762
9910,3864 JT,6361 JT,0.01578503154931577,0.8154779465522768
9911,3864 JT,6366 JT,0.038254415057454264,0.6041752472209063
9912,3864 JT,6367 JT,0.0535357852389668,0.44014100535449296
9913,3864 JT,6471 JT,-0.03380801836718736,0.5663018025381983
9914,3864 JT,6472 JT,0.02169393374258814,0.6871980558930049
9915,3864 JT,6473 JT,-0.0459477880508429,0.4114259063560889
9916,3864 JT,6479 JT,-0.059774275562700284,0.40692101734041675
9917,3864 JT,6501 JT,-0.04456548605805284,0.5678464624977014
9918,3864 JT,6502 JT,-0.03961254995017221,0.5975669301960616
9919,3864 JT,6503 JT,-0.011481421959500923,0.8626017457610493
9920,3864 JT,6504 JT,0.051242506314891564,0.4880427225439141
9921,3864 JT,6506 JT,-0.08601124291384099,0.18713210358329285
9922,3864 JT,6508 JT,0.06445517760028248,0.3389171559508761
9923,3864 JT,6674 JT,0.0565595118370478,0.3268475966917965
9924,3864 JT,6701 JT,0.026872677969284955,0.6962593435307902
9925,3864 JT,6702 JT,0.025547563372623115,0.7220928954589694
9926,3864 JT,6703 JT,0.01573842228237042,0.746477719792035
9927,3864 JT,6724 JT,0.17746547721271044,0.4160139974194297
9928,3864 JT,6752 JT,-0.03050049000869338,0.6422841330721908
9929,3864 JT,6753 JT,0.06638923998123872,0.09915420250936298
9930,3864 JT,6758 JT,-0.026995755744628803,0.6461499016274956
9931,3864 JT,6762 JT,-0.02299995667399567,0.7745231044387026
9932,3864 JT,6767 JT,-0.10269424649743517,0.04431446007287902
9933,3864 JT,6770 JT,-0.0625163246946108,0.24671998378976748
9934,3864 JT,6773 JT,-0.02195573983313201,0.6380543029221015
9935,3864 JT,6841 JT,0.049167471565581634,0.48224918339961365
9936,3864 JT,6857 JT,0.004432698232086364,0.9410511795238676
9937,3864 JT,6902 JT,0.016266465813706617,0.8321875343607623
9938,3864 JT,6952 JT,-0.05843552350425535,0.4113311600457439
9939,3864 JT,6954 JT,-0.05175244681849925,0.5313814702453645
9940,3864 JT,6971 JT,-0.10426746590649506,0.15568842262742735
9941,3864 JT,6976 JT,-0.08056808862775106,0.09729803720955597
9942,3864 JT,6988 JT,-0.02169881125919484,0.7589870049632421
9943,3864 JT,7003 JT,-0.03583462859298556,0.5256237052728387
9944,3864 JT,7004 JT,-0.004428807036399388,0.9479456546936169
9945,3864 JT,7011 JT,0.04465766418085816,0.5344742972410168
9946,3864 JT,7012 JT,0.039524869989849415,0.5532013532057887
9947,3864 JT,7013 JT,-0.016777058007416194,0.8051697013292557
9948,3864 JT,7186 JT,-0.13215238742150276,0.050164468096666484
9949,3864 JT,7201 JT,0.0336689238140696,0.6837507477250783
9950,3864 JT,7202 JT,-0.0820024043919803,0.14345788433542306
9951,3864 JT,7203 JT,-0.0051312155091634655,0.9526001955108752
9952,3864 JT,7205 JT,-0.04659638721565917,0.43628569765217795
9953,3864 JT,7211 JT,0.0006385440951469246,0.9868027134005699
9954,3864 JT,7261 JT,0.07569980703962385,0.1435036842239252
9955,3864 JT,7267 JT,-0.01893402840811078,0.8441964685746212
9956,3864 JT,7269 JT,-0.04344111577891904,0.5266865530748885
9957,3864 JT,7270 JT,0.01478677182007375,0.7990109127608814
9958,3864 JT,7272 JT,0.005742894797887579,0.9473727213506608
9959,3864 JT,7731 JT,0.05245477616369835,0.3840176838475713
9960,3864 JT,7733 JT,-0.07676734087767158,0.20030758672870422
9961,3864 JT,7735 JT,0.005265351667240781,0.9266714348414571
9962,3864 JT,7751 JT,0.06013544834928018,0.539811478476051
9963,3864 JT,7752 JT,-0.02937881875189412,0.6785286143146356
9964,3864 JT,7762 JT,-0.02902945193865283,0.6230430437265164
9965,3864 JT,7911 JT,-0.05577064268822843,0.5668600761367546
9966,3864 JT,7912 JT,-0.0733445128491979,0.4263486013207466
9967,3864 JT,7951 JT,-0.0014941197119520695,0.9807945203323012
9968,3864 JT,8001 JT,0.05930676633633973,0.5136347477820808
9969,3864 JT,8002 JT,0.02227909477762448,0.8113324513018559
9970,3864 JT,8015 JT,0.048692515348828146,0.5064320710448814
9971,3864 JT,8028 JT,0.14770464373314648,0.21217504706845614
9972,3864 JT,8031 JT,0.02346858503033852,0.8277699825993319
9973,3864 JT,8035 JT,-0.027148108737589632,0.6481515836790375
9974,3864 JT,8053 JT,0.08869722773122574,0.35756226950447856
9975,3864 JT,8058 JT,0.017269897207965058,0.8820496990739427
9976,3864 JT,8233 JT,-0.04830424996385148,0.4900044776900013
9977,3864 JT,8252 JT,-0.02908071989617959,0.6417982786852762
9978,3864 JT,8253 JT,0.05972056515364773,0.2976900311803613
9979,3864 JT,8267 JT,-0.06437430198043931,0.5085286045178605
9980,3864 JT,8270 JT,0.02685419595864775,0.7602415447163315
9981,3864 JT,8303 JT,-0.027580184330347875,0.5875672070761029
9982,3864 JT,8304 JT,-0.0009033290309547059,0.9918382620024184
9983,3864 JT,8306 JT,-0.03408804110140857,0.6470071528447596
9984,3864 JT,8308 JT,-0.05198646007858749,0.51750840667416
9985,3864 JT,8309 JT,-0.07546862052031558,0.19213609004153157
9986,3864 JT,8316 JT,-0.026239380785905785,0.7262642101168091
9987,3864 JT,8331 JT,-0.09227759069047024,0.2461440709202966
9988,3864 JT,8332 JT,-0.050097298085751064,0.5172326225233284
9989,3864 JT,8354 JT,-0.06826471726958903,0.37987678882986486
9990,3864 JT,8355 JT,-0.04083937447122965,0.6061877688422417
9991,3864 JT,8411 JT,-0.02752258106032235,0.7426134206344543
9992,3864 JT,8601 JT,0.004539558049596554,0.937910014714556
9993,3864 JT,8604 JT,0.07969128239467987,0.2275741379461211
9994,3864 JT,8628 JT,0.015599310779114936,0.801015689277346
9995,3864 JT,8630 JT,-0.02187408815085297,0.7624016623467482
9996,3864 JT,8725 JT,-0.0022231455392299677,0.9720958234164468
9997,3864 JT,8729 JT,-0.004453552389155964,0.9532432312925824
9998,3864 JT,8750 JT,0.029469527497737777,0.6808603429637723
9999,3864 JT,8766 JT,-0.0649478248365353,0.37689049844497546
10000,3864 JT,8795 JT,-0.034835953426368325,0.6020766847336432
10001,3864 JT,8801 JT,-0.007156282008045499,0.9062434720327716
10002,3864 JT,8802 JT,-0.009649643333711114,0.8744707360057825
10003,3864 JT,8803 JT,0.03848150017316221,0.4582678571212463
10004,3864 JT,8804 JT,0.01839753673020655,0.6800476918683498
10005,3864 JT,8815 JT,0.027657086626508665,0.5787509899317963
10006,3864 JT,8830 JT,0.014590546133315428,0.7967226832084295
10007,3864 JT,9001 JT,-0.17949041301384988,0.0919643316060016
10008,3864 JT,9005 JT,-0.03891658376153264,0.6173736622705128
10009,3864 JT,9007 JT,-0.0005855514378671173,0.9948356799101687
10010,3864 JT,9008 JT,-0.020025930280807985,0.8336836967391257
10011,3864 JT,9009 JT,-0.020758115058526743,0.8080827181663955
10012,3864 JT,9020 JT,-0.13090605807225245,0.16498640705056108
10013,3864 JT,9021 JT,-0.10857346646105247,0.2971590453689393
10014,3864 JT,9022 JT,0.0008611763221467912,0.9917359551039344
10015,3864 JT,9062 JT,-0.08677093132502095,0.342060966261442
10016,3864 JT,9064 JT,-0.10037489962393155,0.2560350611478125
10017,3864 JT,9101 JT,0.07235090800064274,0.33740750292176347
10018,3864 JT,9104 JT,0.0512790621274347,0.4230621286118009
10019,3864 JT,9107 JT,-0.0538377691221671,0.34687078503407576
10020,3864 JT,9202 JT,-0.12150515971981936,0.27420282098432885
10021,3864 JT,9301 JT,0.025935918780531943,0.6790247528436891
10022,3864 JT,9412 JT,-0.04280018194834753,0.63985161120577
10023,3864 JT,9432 JT,-0.20896511358086323,0.029937528150567237
10024,3864 JT,9433 JT,0.051029395919922754,0.5218490629059678
10025,3864 JT,9437 JT,0.028842389560696933,0.8233183744536341
10026,3864 JT,9501 JT,0.05020467636600295,0.11179134861575693
10027,3864 JT,9502 JT,0.031577918208590794,0.6824194628731106
10028,3864 JT,9503 JT,-0.001961500333426393,0.9684192596272776
10029,3864 JT,9531 JT,-0.037128210901859124,0.7270610915632142
10030,3864 JT,9532 JT,0.027763328496151405,0.7830684789554267
10031,3864 JT,9602 JT,0.023038336357468735,0.7772741307081078
10032,3864 JT,9613 JT,-0.021540363294145735,0.758118901970884
10033,3864 JT,9681 JT,-0.0025145323229588353,0.9557386218725024
10034,3864 JT,9735 JT,0.004088383593347746,0.9667039247457712
10035,3864 JT,9766 JT,0.05656710688996943,0.3572034168849286
10036,3864 JT,9983 JT,-0.03610712782539369,0.5231311625989578
10037,3864 JT,9984 JT,0.013428031153722184,0.8334774217971649
10038,3865 JT,1332 JT,-0.03414474048338353,0.19141855521882248
10039,3865 JT,1333 JT,0.03208321681159488,0.49085005063456155
10040,3865 JT,1334 JT,-0.051758654716336616,0.5392639596120454
10041,3865 JT,1605 JT,0.021453980587635858,0.47366078262577116
10042,3865 JT,1721 JT,-0.0673012269761924,0.052347886287721586
10043,3865 JT,1801 JT,-0.04672211028588244,0.1608434124895101
10044,3865 JT,1802 JT,-0.05421438611606835,0.10187843631086832
10045,3865 JT,1803 JT,-0.06061148076831543,0.0697928665256148
10046,3865 JT,1808 JT,0.005215974339817516,0.9067337552041901
10047,3865 JT,1812 JT,-0.06313923203912393,0.04902309210296712
10048,3865 JT,1925 JT,-0.015650232937383313,0.6376673670968508
10049,3865 JT,1928 JT,-0.0393770266746058,0.27256783300108717
10050,3865 JT,1963 JT,-0.00034830597872122546,0.9904528424655749
10051,3865 JT,2002 JT,-0.08662916138349326,0.02318421642025236
10052,3865 JT,2269 JT,-0.07355614339867905,0.0272724535717287
10053,3865 JT,2282 JT,-0.04973293302426904,0.15202113773029538
10054,3865 JT,2432 JT,-0.022902059543361792,0.5484916688232737
10055,3865 JT,2501 JT,-0.07337356932419145,0.026730514902558396
10056,3865 JT,2502 JT,-0.0644302160881302,0.09122540635456682
10057,3865 JT,2503 JT,-0.011357717130513612,0.7584575627474673
10058,3865 JT,2531 JT,-0.05048510694400985,0.07397647953128463
10059,3865 JT,2768 JT,-0.05139801285601956,0.10579089299381135
10060,3865 JT,2801 JT,-0.06265525537705632,0.05451619628880608
10061,3865 JT,2802 JT,-0.08098770288906067,0.024737309362204304
10062,3865 JT,2871 JT,-0.02042783150470502,0.5275053473811119
10063,3865 JT,2914 JT,-0.06143078923904356,0.08959583947506487
10064,3865 JT,3086 JT,-0.06656099306595147,0.017032753758293346
10065,3865 JT,3099 JT,-0.06529885522980933,0.020425546402902055
10066,3865 JT,3101 JT,-0.033447298598911546,0.25797377049299314
10067,3865 JT,3103 JT,-0.06889016934323137,0.005151690435476677
10068,3865 JT,3105 JT,-0.06143702924600252,0.023980753166375122
10069,3865 JT,3110 JT,-0.027426508433086635,0.39149449906024947
10070,3865 JT,3289 JT,0.03384879519591641,0.3283284387077321
10071,3865 JT,3382 JT,-0.07619394997370048,0.038881306792084326
10072,3865 JT,3401 JT,-0.022369702518978275,0.4906609998791669
10073,3865 JT,3402 JT,-0.05179571802538925,0.17952844756861244
10074,3865 JT,3405 JT,-0.024738438866624756,0.49072749296775686
10075,3865 JT,3407 JT,-0.06402888732574827,0.05569130504913072
10076,3865 JT,3436 JT,-0.03416357684969501,0.08377455662838024
10077,3865 JT,3861 JT,-0.057633361686284766,0.07216633067424498
10078,3865 JT,3863 JT,0.004412280543299436,0.8921574440069117
10079,3865 JT,3864 JT,0.05019080482922682,0.5738445366372145
10080,3865 JT,3865 JT,-0.10108455656349931,0.0005569994508290295
10081,3865 JT,3893 JT,-0.05954289034448792,0.5891858414160326
10082,3865 JT,4004 JT,0.02934956281799659,0.31612614663276767
10083,3865 JT,4005 JT,-0.022941996461881674,0.4169359601315543
10084,3865 JT,4021 JT,-0.04174186469149187,0.1926809886626878
10085,3865 JT,4041 JT,-0.03915804067476447,0.18532269972023688
10086,3865 JT,4042 JT,-0.008980265142184538,0.7187303738928075
10087,3865 JT,4043 JT,-0.01926910238161325,0.3265509550619169
10088,3865 JT,4061 JT,-0.05767218733560142,0.06344863700597213
10089,3865 JT,4063 JT,-0.04139458253283423,0.23441020697338902
10090,3865 JT,4151 JT,-0.064404294509808,0.036536693840560325
10091,3865 JT,4183 JT,-0.015280308453186562,0.5805239495865746
10092,3865 JT,4188 JT,-0.01884406087810176,0.533751078371064
10093,3865 JT,4208 JT,-0.0032939611580349885,0.9164610402665188
10094,3865 JT,4272 JT,-0.03636365238754757,0.24974745356452904
10095,3865 JT,4324 JT,-0.055431895304184804,0.04732786506343445
10096,3865 JT,4452 JT,-0.05298526666704322,0.16564763743261798
10097,3865 JT,4502 JT,-0.023758859512702627,0.5922228392048274
10098,3865 JT,4503 JT,-0.07568329397361409,0.039194924783406894
10099,3865 JT,4506 JT,-0.04797035872017533,0.08874766297864395
10100,3865 JT,4507 JT,-0.07287999975880664,0.01641820501580908
10101,3865 JT,4519 JT,-0.05934837446683079,0.05347152402965572
10102,3865 JT,4523 JT,-0.02700234756617595,0.4160834491243123
10103,3865 JT,4543 JT,-0.062330960306134026,0.05691227217588659
10104,3865 JT,4568 JT,-0.0608629721593253,0.09911072615403153
10105,3865 JT,4578 JT,0.42028083849099185,0.012640448373315826
10106,3865 JT,4689 JT,-0.027475132129719453,0.35007600990072496
10107,3865 JT,4704 JT,-0.03563990087432563,0.248894153558304
10108,3865 JT,4755 JT,-0.08108250700728373,0.3880195505628419
10109,3865 JT,4901 JT,-0.08490804602983056,0.013311792771180046
10110,3865 JT,4902 JT,-0.05453142534099239,0.05990173128968604
10111,3865 JT,4911 JT,-0.005929642945887225,0.847976984028586
10112,3865 JT,5002 JT,0.011721223658758329,0.6953013297577729
10113,3865 JT,5020 JT,0.024000252215614193,0.5191902477890812
10114,3865 JT,5101 JT,-0.07095650478897379,0.01405946444468004
10115,3865 JT,5108 JT,-0.02997327611789023,0.3849102835143938
10116,3865 JT,5201 JT,0.028624894484976966,0.3880142298241429
10117,3865 JT,5202 JT,-0.01645915406030889,0.5054599768995997
10118,3865 JT,5214 JT,0.01378828843350129,0.6255214755034659
10119,3865 JT,5232 JT,0.025985542366017494,0.45620444311366926
10120,3865 JT,5233 JT,0.002488019174504812,0.9338816598372774
10121,3865 JT,5301 JT,-0.007104848209027683,0.793450919489867
10122,3865 JT,5332 JT,-0.011256982822266342,0.7151415079627184
10123,3865 JT,5333 JT,-0.02943054657386663,0.28664179335384876
10124,3865 JT,5401 JT,0.0017109522393689524,0.9536938984660325
10125,3865 JT,5406 JT,0.01310868282719205,0.5910223588426342
10126,3865 JT,5411 JT,-0.003720826925334979,0.8836195349129357
10127,3865 JT,5413 JT,-0.03252436812321517,0.17207479377798948
10128,3865 JT,5541 JT,-0.020834404367432856,0.42481409475011933
10129,3865 JT,5631 JT,-0.021360381423795677,0.3916339910774459
10130,3865 JT,5703 JT,-0.007808333801866241,0.8043364448026856
10131,3865 JT,5706 JT,-0.019416314179114956,0.4499035677651765
10132,3865 JT,5707 JT,-0.027909653791110073,0.22632304150462212
10133,3865 JT,5711 JT,-4.94809736216042e-05,0.9985756085473764
10134,3865 JT,5713 JT,-0.017349309921964973,0.5368547990900845
10135,3865 JT,5714 JT,0.007210674147342968,0.7858155425961962
10136,3865 JT,5715 JT,-0.04390755260174523,0.06708606156863893
10137,3865 JT,5801 JT,-0.05226178081683453,0.07949442801867139
10138,3865 JT,5802 JT,-0.013582900270211003,0.6572485698203406
10139,3865 JT,5803 JT,-0.00834865633364155,0.7593962636918554
10140,3865 JT,5901 JT,-0.05204629876849008,0.06344587910608974
10141,3865 JT,6098 JT,-0.1533347921085231,0.5794373006395515
10142,3865 JT,6103 JT,-0.02491933924026841,0.3094368965098797
10143,3865 JT,6113 JT,-0.04318179852812311,0.13740408651944658
10144,3865 JT,6178 JT,0.013294707776132592,0.98090596196055
10145,3865 JT,6301 JT,0.01752838049599282,0.5992609758372498
10146,3865 JT,6302 JT,-0.04112597442665947,0.1358092323650125
10147,3865 JT,6305 JT,0.01255866961085051,0.6740591908012024
10148,3865 JT,6326 JT,0.015337962917285113,0.588251230416855
10149,3865 JT,6361 JT,-0.0400912451933052,0.1739459302016963
10150,3865 JT,6366 JT,-0.030081106098611463,0.29713932927104925
10151,3865 JT,6367 JT,0.0004919390367734871,0.9875503343973748
10152,3865 JT,6471 JT,-0.03504355652368942,0.16029238860353287
10153,3865 JT,6472 JT,-0.04023751917424086,0.07132555306877121
10154,3865 JT,6473 JT,-0.04559327473070718,0.06321499170898935
10155,3865 JT,6479 JT,-0.019407110543839798,0.41261304287393175
10156,3865 JT,6501 JT,-0.04730719936151866,0.1302646400835478
10157,3865 JT,6502 JT,-0.015988981047164043,0.4439509569189142
10158,3865 JT,6503 JT,-0.021544076251198953,0.4724356223631875
10159,3865 JT,6504 JT,-0.03219168037081241,0.279695815620011
10160,3865 JT,6506 JT,-0.0368209077727697,0.18661852870128393
10161,3865 JT,6508 JT,-0.021940120641217233,0.43685407679847976
10162,3865 JT,6674 JT,0.019610104871699733,0.503822888602539
10163,3865 JT,6701 JT,-0.022682445093358806,0.44082676108606555
10164,3865 JT,6702 JT,-0.04873160449700913,0.07646506742700514
10165,3865 JT,6703 JT,-0.030126998791781635,0.23511583128533445
10166,3865 JT,6724 JT,0.20390646745288804,0.3894343533420057
10167,3865 JT,6752 JT,-0.020398221683268814,0.4692850140677818
