,Y,X,Beta,p-value
33905,6971 JT,8815 JT,-0.08557270246903599,0.0862490742495718
33906,6971 JT,8830 JT,-0.04543523001788723,0.057298339192125194
33907,6971 JT,9001 JT,-0.10686546843091055,0.00614968407679582
33908,6971 JT,9005 JT,-0.08153313095918299,0.011542956926045657
33909,6971 JT,9007 JT,-0.06742518248387999,0.042618822271730646
33910,6971 JT,9008 JT,-0.08794956002783211,0.010700144375401838
33911,6971 JT,9009 JT,-0.10665710069889582,0.00028526343662247413
33912,6971 JT,9020 JT,-0.08834881835802981,0.009782374253044308
33913,6971 JT,9021 JT,-0.1328808698954549,7.906702193405115e-05
33914,6971 JT,9022 JT,-0.053423511015454034,0.08287378119609339
33915,6971 JT,9062 JT,-0.10949746105500824,0.00019531542873956595
33916,6971 JT,9064 JT,-0.11642941337404754,3.204823006595874e-05
33917,6971 JT,9101 JT,-0.06911154593866041,0.007512055091820045
33918,6971 JT,9104 JT,-0.06282603536179245,0.008198779908065324
33919,6971 JT,9107 JT,-0.09563433040903997,0.0001478742642205948
33920,6971 JT,9202 JT,-0.11859346977958464,0.001074148486324275
33921,6971 JT,9301 JT,-0.06284768117096769,0.011398269869051061
33922,6971 JT,9412 JT,-0.1070084738604094,0.00020757238870503883
33923,6971 JT,9432 JT,-0.09541093553041363,0.0035425725402147418
33924,6971 JT,9433 JT,-0.037581489839461406,0.1842930736123582
33925,6971 JT,9437 JT,-0.0391790620335067,0.2707216073898113
33926,6971 JT,9501 JT,-0.029190161829964024,0.09639267781845791
33927,6971 JT,9502 JT,-0.08351983576968754,0.003984160822105513
33928,6971 JT,9503 JT,-0.026681732841536316,0.22489475839422227
33929,6971 JT,9531 JT,-0.0505571512585531,0.12819262363798714
33930,6971 JT,9532 JT,-0.06769446335429652,0.06355298508444304
33931,6971 JT,9602 JT,-0.05065355352260003,0.11522180391236675
33932,6971 JT,9613 JT,-0.08766762490759784,0.0027288466374001275
33933,6971 JT,9681 JT,-0.07492118842268716,0.0010924177613110032
33934,6971 JT,9735 JT,-0.06579639544299626,0.06684450770678027
33935,6971 JT,9766 JT,-0.04356277716686639,0.0837844347163332
33936,6971 JT,9983 JT,-0.05826402903422872,0.009746136426330532
33937,6971 JT,9984 JT,-0.054978049297265616,0.021430203649025623
33938,6976 JT,1332 JT,-0.010450013346442154,0.7558045467568735
33939,6976 JT,1333 JT,0.04994969929829993,0.4156787986946213
33940,6976 JT,1334 JT,-0.2497607276138305,0.01874089302522986
33941,6976 JT,1605 JT,0.01325768635979561,0.7307407980717837
33942,6976 JT,1721 JT,-0.010777053448072402,0.8088168882425617
33943,6976 JT,1801 JT,-0.004021907572907983,0.9244942546439898
33944,6976 JT,1802 JT,-0.05784088499605199,0.1717850668136325
33945,6976 JT,1803 JT,-0.07417708881427185,0.08083739753763236
33946,6976 JT,1808 JT,-0.0506827914229573,0.3753912344043716
33947,6976 JT,1812 JT,-0.04847011089944003,0.23636152866214744
33948,6976 JT,1925 JT,0.005387634837583341,0.9000263247356735
33949,6976 JT,1928 JT,-0.018640747319602864,0.6881655082283945
33950,6976 JT,1963 JT,-0.016977434935117948,0.650165779675441
33951,6976 JT,2002 JT,-0.03359328734654184,0.495160422572017
33952,6976 JT,2269 JT,-0.06512663137169851,0.1301023762482407
33953,6976 JT,2282 JT,-0.054194756945072885,0.2177302718175748
33954,6976 JT,2432 JT,-0.13927976529667357,0.004367146816577344
33955,6976 JT,2501 JT,-0.0691499208296234,0.10389061737662102
33956,6976 JT,2502 JT,-0.02282047177257938,0.641884215802301
33957,6976 JT,2503 JT,-0.024484463636225237,0.6065723189131804
33958,6976 JT,2531 JT,-0.019084564287536354,0.5978061645924703
33959,6976 JT,2768 JT,-0.0861046741870306,0.03470933828767527
33960,6976 JT,2801 JT,-0.021912026023693933,0.6023081398481999
33961,6976 JT,2802 JT,-0.02357451588474238,0.6115882158308823
33962,6976 JT,2871 JT,-0.00637434627847663,0.876908584578306
33963,6976 JT,2914 JT,-0.026262494165504677,0.5757781096556522
33964,6976 JT,3086 JT,-0.07992655820134442,0.02575209735263367
33965,6976 JT,3099 JT,-0.06257094818456535,0.08243422272697373
33966,6976 JT,3101 JT,-0.00647856494945693,0.864971164972266
33967,6976 JT,3103 JT,-0.056677976002176,0.07351944451295461
33968,6976 JT,3105 JT,-0.05369875800908867,0.12292740849962672
33969,6976 JT,3110 JT,-0.1393216227473902,0.0006555277479472653
33970,6976 JT,3289 JT,-0.039852280749441533,0.3853343401663951
33971,6976 JT,3382 JT,-0.005258376230200806,0.9122290567361098
33972,6976 JT,3401 JT,-0.08976018092207985,0.03226171073784118
33973,6976 JT,3402 JT,-0.04566373913170822,0.35610801607240583
33974,6976 JT,3405 JT,-0.07978321962695611,0.08471045167030823
33975,6976 JT,3407 JT,-0.05121725340601472,0.23045995706969014
33976,6976 JT,3436 JT,-0.023109740313562797,0.3570739526633945
33977,6976 JT,3861 JT,-0.029994434452326878,0.46591444769695156
33978,6976 JT,3863 JT,-0.07480986643349354,0.08291936123193334
33979,6976 JT,3864 JT,-0.17317710907140232,0.1297641986001672
33980,6976 JT,3865 JT,-0.06722183584524509,0.08456263571495509
33981,6976 JT,3893 JT,-0.049891563423352284,0.7136864965318925
33982,6976 JT,4004 JT,0.010269324412503384,0.7814854796305167
33983,6976 JT,4005 JT,-0.07351996983504584,0.042808780340791594
33984,6976 JT,4021 JT,-0.051951824352710035,0.2082269206978457
33985,6976 JT,4041 JT,-0.10098924965067202,0.009392220726681926
33986,6976 JT,4042 JT,-0.05081394549499238,0.11066863696329823
33987,6976 JT,4043 JT,-0.03347607973963301,0.18469668645126625
33988,6976 JT,4061 JT,-0.042387906810308386,0.2888350841537487
33989,6976 JT,4063 JT,-0.05468618186675979,0.21799182020407543
33990,6976 JT,4151 JT,-0.045421262955985475,0.24990416025905365
33991,6976 JT,4183 JT,-0.0687015525521273,0.053498445168939465
33992,6976 JT,4188 JT,-0.05149594013209701,0.18640917931269446
33993,6976 JT,4208 JT,-0.06454582827079022,0.10999588424844063
33994,6976 JT,4272 JT,-0.003381360058602236,0.9340728455513266
33995,6976 JT,4324 JT,-0.04556115533121861,0.206764966751946
33996,6976 JT,4452 JT,-0.04496638126761885,0.3579274760398432
33997,6976 JT,4502 JT,-0.056535160759000426,0.3237469269034192
33998,6976 JT,4503 JT,-0.029043713823947357,0.5401414119295855
33999,6976 JT,4506 JT,-0.027970043887175694,0.44298756800005434
34000,6976 JT,4507 JT,-0.031165019751828022,0.42645666464691656
34001,6976 JT,4519 JT,-0.0521403743896115,0.1863038410726418
34002,6976 JT,4523 JT,-0.02040886439290909,0.6224076930408091
34003,6976 JT,4543 JT,-0.09794791644421466,0.020427972026058682
34004,6976 JT,4568 JT,-0.09181189984982803,0.053098602530009135
34005,6976 JT,4578 JT,0.19515633063927854,0.3601684121527273
34006,6976 JT,4689 JT,-0.06986611285640093,0.06580194105861513
34007,6976 JT,4704 JT,-0.02451148055284203,0.5377900655923963
34008,6976 JT,4755 JT,0.15970702713917803,0.17771423544707324
34009,6976 JT,4901 JT,-0.11703426312285273,0.008476717929719605
34010,6976 JT,4902 JT,-0.07095327743986342,0.057719929861662925
34011,6976 JT,4911 JT,-0.044297549198902185,0.2653549635892823
34012,6976 JT,5002 JT,-0.005249422479654647,0.8912082013267081
34013,6976 JT,5020 JT,-0.0915937259334344,0.05276061224636006
34014,6976 JT,5101 JT,0.0016112291944567194,0.9653996320248656
34015,6976 JT,5108 JT,-0.018670072340128453,0.6725304953376752
34016,6976 JT,5201 JT,-0.012994336570777979,0.7603857665353071
34017,6976 JT,5202 JT,0.01406573597236485,0.6574665695703035
34018,6976 JT,5214 JT,-0.005274401530131636,0.8849996759424053
34019,6976 JT,5232 JT,0.018747690357521517,0.6740772463708758
34020,6976 JT,5233 JT,0.01735027622058574,0.6538279504942954
34021,6976 JT,5301 JT,0.004395311394526903,0.8962886114981772
34022,6976 JT,5332 JT,-0.012027013719415868,0.760533473986452
34023,6976 JT,5333 JT,-0.06609021452024982,0.06401201887114373
34024,6976 JT,5401 JT,-0.029703435280056437,0.4330395627733483
34025,6976 JT,5406 JT,-0.05380288786549097,0.06559442454029872
34026,6976 JT,5411 JT,-0.03563446386116142,0.2762296324765944
34027,6976 JT,5413 JT,-0.07528084372061396,0.01380367517406758
34028,6976 JT,5541 JT,-0.010880148370550957,0.7451912413538181
34029,6976 JT,5631 JT,-0.01985151300164232,0.5295588424705515
34030,6976 JT,5703 JT,-0.03306100638452516,0.4134914425916517
34031,6976 JT,5706 JT,-0.07622364501191214,0.018888823324360513
34032,6976 JT,5707 JT,-0.03334034322052191,0.25678336715936584
34033,6976 JT,5711 JT,-0.03122413380113781,0.3793651597671721
34034,6976 JT,5713 JT,-0.0361088717629195,0.31308625982967325
34035,6976 JT,5714 JT,0.02167316249686111,0.5266444855038426
34036,6976 JT,5715 JT,-0.08113287181663736,0.008772917102975751
34037,6976 JT,5801 JT,-0.07768340972126911,0.03617796713028135
34038,6976 JT,5802 JT,-0.00023646657645426744,0.995218032468417
34039,6976 JT,5803 JT,-0.04319273432028864,0.21699600404865854
34040,6976 JT,5901 JT,-0.06884031359807628,0.057376549662185486
34041,6976 JT,6098 JT,-0.10483370834389354,0.7507573374249918
34042,6976 JT,6103 JT,-0.05117571300787891,0.10453027167271617
34043,6976 JT,6113 JT,-0.05902546309750673,0.11526201904561413
34044,6976 JT,6178 JT,-0.2065963238295059,0.7549008077288839
34045,6976 JT,6301 JT,-0.014242101322453394,0.7364360513228478
34046,6976 JT,6302 JT,-0.08697454468139824,0.013747467158664926
34047,6976 JT,6305 JT,-0.01795889489373512,0.6389090992070375
34048,6976 JT,6326 JT,-0.03608799115384717,0.3229388594788435
34049,6976 JT,6361 JT,-0.03382704883025112,0.3693516166454518
34050,6976 JT,6366 JT,-0.011347132450851047,0.7532115051978401
34051,6976 JT,6367 JT,-0.03413603139171835,0.40141321930988916
34052,6976 JT,6471 JT,-0.04247736969819227,0.18862423123526612
34053,6976 JT,6472 JT,-0.03645388932048762,0.20682036104420637
34054,6976 JT,6473 JT,-0.0665562877932421,0.03550036803342017
34055,6976 JT,6479 JT,-0.03948251471495504,0.19353288973014562
34056,6976 JT,6501 JT,-0.026193669606235256,0.5161883477386906
34057,6976 JT,6502 JT,-0.022257985950661696,0.42299444398098796
34058,6976 JT,6503 JT,-0.03315923913770417,0.391506453341098
34059,6976 JT,6504 JT,-0.07592089522509281,0.043211005662416
34060,6976 JT,6506 JT,-0.0716249328096324,0.04338360864036528
34061,6976 JT,6508 JT,-0.04065033458255157,0.2771541138980312
34062,6976 JT,6674 JT,-0.05241841227750847,0.16537687993576972
34063,6976 JT,6701 JT,-0.062013984838028446,0.10386016120352154
34064,6976 JT,6702 JT,-0.04175014947941464,0.2386163516577353
34065,6976 JT,6703 JT,-0.07190935394979081,0.02894549387979352
34066,6976 JT,6724 JT,-0.4883287153609834,0.11597917469106855
34067,6976 JT,6752 JT,-0.006045332554166536,0.8681596360517305
34068,6976 JT,6753 JT,0.0028640306112013804,0.9191889243595324
34069,6976 JT,6758 JT,-0.053973015886460175,0.11950250342932743
34070,6976 JT,6762 JT,-0.046374977263990175,0.19251648039086516
34071,6976 JT,6767 JT,-0.06769908655207829,0.03092339761971837
34072,6976 JT,6770 JT,-0.04488846476671761,0.11380060513222047
34073,6976 JT,6773 JT,-0.058451245275233016,0.037956154387945425
